#1 1 0 1 1 0 1 1 0 1 1 0 1 1 0 1 1 0
0.	0.	1.	0.	0.	0.	0.
0.01	0.009999875000520833	0.9999875000520833	-0.000024999791667317705	0.0024999791667317706	0.004999958333463541	-4.1666406250651046e-8
0.02	0.019999000016666525	0.9999500008333264	-0.00009999666670833307	0.004999833335416653	0.009999666670833306	-3.333250000833329e-7
0.03	0.02999662512656013	0.9998875042186709	-0.00022498312547460225	0.007499437515820075	0.01499887503164015	-1.1249367201738103e-6
0.04	0.03999200053331556	0.9998000133328889	-0.00039994666933326225	0.009998666733331555	0.01999733346666311	-2.6664000106664297e-6
0.05	0.049984376627519395	0.999687532550388	-0.000624869801838769	0.012497396036775379	0.024994792073550758	-5.2075195821108645e-6
0.06	0.059973004049696264	0.9995500674949377	-0.0008997300303731776	0.014995500506219625	0.02999100101243925	-8.997975182240886e-6
0.07	0.0699571337527523	0.9993876250393183	-0.001224499868254813	0.017492855260783043	0.034985710521566085	-0.000014287290379874323
0.08	0.07993601706439128	0.9992002133048912	-0.0015991468373151303	0.019989335466439127	0.039978670932878255	-0.00002132480136521198
0.09	0.08990890574949818	0.9989878416610908	-0.0020236334709435298	0.022484816343816993	0.04496963268763399	-0.000030359625769811818
0.1	0.099875052072484	0.9987505207248399	-0.0024979173175998385	0.02497917317599838	0.04995834635199676	-0.00004164063150951253
0.11	0.10983370885958743	0.9984882623598857	-0.0030219509447941273	0.027472281316310253	0.05494456263262051	-0.000055416405653578395
0.12	0.11978412956112698	0.9982010796760583	-0.0035956819435335103	0.02996401619611258	0.05992803239222516	-0.00007193522332333498
0.13	0.12972556831369872	0.9978889870284516	-0.004219052933235474	0.03245425333258057	0.06490850666516114	-0.00009144501662356169
0.14	0.13965728000231376	0.9975520000165266	-0.004892001567107326	0.03494286833648091	0.06988573667296182	-0.0001141933436099044
0.15	0.14957852032247035	0.9971901354831356	-0.005614460537991222	0.037429736919941475	0.07485947383988295	-0.0001404273572955678
0.16	0.1594885458421554	0.9968034115134713	-0.006386357584674239	0.03991473490421399	0.07982946980842798	-0.00017039377470054305
0.17	0.16938661406376904	0.9963918474339354	-0.007207615498662916	0.04239773822742891	0.08479547645485783	-0.0002043388459466212
0.18	0.1792719834859677	0.9959554638109318	-0.008078152131421611	0.04487862295234229	0.08975724590468458	-0.0002425083234014405
0.19	0.18914391366542047	0.9954942824495814	-0.008997880402074025	0.04735726527407382	0.09471453054814764	-0.0002851474308748087
0.2	0.19900166527847202	0.9950083263923599	-0.009966708305567128	0.04983354152783563	0.09966708305567126	-0.0003325008328705357
0.21	0.20884450018270825	0.9944976199176584	-0.010984538921296775	0.05230732819665132	0.10461465639330264	-0.00038481260389701063
0.22	0.21867168147841862	0.9939621885382665	-0.01205127042219421	0.05477850191906459	0.10955700383812918	-0.0004423261978397457
0.23	0.22848247356994902	0.9934020589997783	-0.013166796084272516	0.05724693949683703	0.11449387899367405	-0.0005052844173991063
0.24	0.23827614222694143	0.9928172592789227	-0.014331004296632276	0.059712517902634474	0.11942503580526895	-0.0005739293835964408
0.25	0.24805195464545388	0.9922078185818154	-0.015543778571925352	0.062175114287701415	0.12435022857540283	-0.0006485025053518163
0.26	0.25780917950895493	0.9915737673421344	-0.01680499755727595	0.06463460598952288	0.12926921197904576	-0.0007292444491365549
0.27	0.26754708704918945	0.9909151372192202	-0.01811453504565779	0.06709087053947331	0.13418174107894662	-0.0008163951087037669
0.28	0.27726494910690747	0.9902319610960981	-0.01947225998772653	0.06954378567045189	0.13908757134090377	-0.0009101935749000599
0.29	0.2869620391924532	0.9895242730774251	-0.02087803650410608	0.07199322932450371	0.14398645864900741	-0.0010108781055615994
0.3	0.296637632546208	0.9887921084873601	-0.022331723898127927	0.07443907966042643	0.14887815932085285	-0.0011186860954976922
0.31	0.3062910061988813	0.9880355038673588	-0.02383317666902209	0.07688121506136157	0.15376243012272314	-0.001233854046565041
0.32	0.3159214390316456	0.9872544969738926	-0.025382244525558515	0.07931951414237036	0.15863902828474072	-0.00135661753783583
0.33	0.3255282118361098	0.9864491267760902	-0.026978772400137737	0.08175385575799314	0.16350771151598628	-0.0014872111958627704
0.34	0.33511060737412435	0.985619433453307	-0.02862260046332934	0.08418411900979217	0.16836823801958434	-0.001625868665044248
0.35000000000000003	0.34466791043741557	0.9847654583926159	-0.030313564138856976	0.08661018325387707	0.17322036650775413	-0.001772822578092674
0.36	0.35419940790704085	0.9838872441862246	-0.032051494119028495	0.0890319281084125	0.178063856216825	-0.0019283045266091725
0.37	0.3637043888126626	0.9829848346288179	-0.033836216380609796	0.09144923346110757	0.18289846692221515	-0.0020925450317676817
0.38	0.3731821443916332	0.9820582747148244	-0.035667552201140755	0.09386197947668622	0.18772395895337243	-0.0022657735151115663
0.39	0.3826319681478878	0.9811076106356097	-0.03754531817569197	0.0962700466043384	0.1925400932086768	-0.002448218269465819
0.4	0.3920531559106375	0.9801328897765937	-0.03946932623406055	0.09867331558515136	0.1973466311703027	-0.0026401064299679156
0.41000000000000003	0.4014450058928612	0.9791341607142955	-0.04143938365840336	0.1010716674595204	0.2021433349190408	-0.002841663945220367
0.42	0.4108068187495871	0.9781114732133027	-0.04345529310130629	0.10346498357453879	0.20692996714907758	-0.0030531155485680295
0.43	0.42013789763596215	0.9770648782231678	-0.04551685260428752	0.10585314559136633	0.21170629118273265	-0.0032746847295031765
0.44	0.4294375482651015	0.9759944278752306	-0.04762385561673332	0.10823603549257571	0.21647207098515142	-0.0035065937052013657
